caseid,weight,REGNRACE,SEXAGEWT,ADJWT,MSUEWT,STATEWT,EADJWT,EMSUEWT,ESTATEWT,CC1,CC2,CC3,CC4,CC5,CC6,A1,PO1,PO2,vote,vote1,vote1a,vote3,vote3a,vote4,vote4a,perception_a,perception_b,perception_c,vote5,vote5a,vote5b,vote5c,bever_vote6a,bever_vote6b,bever_vote6c,bever_vote6d,bever_vote6e,bever_vote6f,bever_vote6g,D10,D11,D12,P4a,caseapproval1,requity_a,requity_b,requity_c,requity_d,requity_e,requity1,UN1,UN2,UN3,demo_county,demo_Detroit,cellular2,NEAL1,NEAL2,NEAL3,Q4a,Q4b,Q4c,Q4d,mcan0,mcan1,mcan2,mcan_treatment,mcan3a,mcan4a,mcan3b,mcan4b,mcancovid,inputstate,region,CD1,CD2,CD3,CD5a,CD4_1,CD4_2,CD4_3,CD4_4,CD4_5,CD4_6,CD6,CD6_t,CD7,partyid,ideology,CD8,CD8_t,CD10,CD11,CD15,CD15_t,inc,X1,X1_t,child18,presvote16post,presvote20post,inputzip,votereg,newsint,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1952512169,2.174150051,1.043730818,1.298095663,1.298095663,1.294764434,1.24412049,0.97365966,0.968028815,1.00565833,About the same,About the same,Good,Go up,Worse than,Bad times,Inflation,Poor,Poor,Very likely,Neither,not asked,I don’t know,Matthew DePerno,Kristina Karamo,not asked,Very liberal,Very liberal,Don’t know,Oppose,not asked,Illegal in all circumstances,Pro-life,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Almost never,Almost never,Some of the time,Inflation,Approve,I don’t know,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",None,No,No,Yes,Ingham County,not asked,Haslett,No,Yes,not asked,Disagree,Disagree,Disagree,Neither agree nor disagree,No,Somewhat unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1991,2nd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,Closer to the conservative side,Married or Remarried,__NA__,2,0,Work full-time,__NA__,"$20,000 to $29,999",Urban community,__NA__,No,Donald Trump,Donald Trump,48840,Yes,Most of the time,More than once a week,Yes,Very important,Several times a day,11-Sep-22,11-Sep-22
1952612485,1.558252577,0.933840689,1.303620685,1.303620685,1.300275278,1.341265572,2.100665981,2.088517458,1.849886776,About the same,Worse off,Just fair,Stay about the same,About the same,Neither good nor bad/Stay the same,democrats,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Somewhat conservative,Oppose,not asked,Legal only under certain circumstances,Pro-life,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Seldom,Some of the time,Some of the time,gas prices,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",l am not,No,No,No,Tuscola County,not asked,Novesta township,Yes,not asked,not asked,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,No,Somewhat unimportant,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1964,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Very conservative,Married or Remarried,__NA__,2,0,Work full-time,__NA__,"$100,000 to $149,999",Rural community,__NA__,No,Donald Trump,Donald Trump,48726,Yes,Most of the time,Once or twice a month,No,Very important,Several times a day,11-Sep-22,11-Sep-22
1952611041,0.471945512,1.070359424,0.751281527,0.751281527,0.749353556,.7590772775287969,0.959972222,0.954420533,1.034654425,Better off,Better off,Excellent,Go up,About the same,Neither good nor bad/Stay the same,Inflation,Fair,Excellent,Very likely,Gretchen Whitmer,not asked,I don’t know,Dana Nessel,Jocelyn Benson,not asked,Don’t know,Don’t know,Don’t know,Support,not asked,Legal under any circumstances,Pro-choice,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,"Every aspect of life is in a turmoil, every issue is as important than the pertinent one.",Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I haven't had any problems with being treated differently because of my skin color.,No,Yes,not asked,Wayne County,No,Westland,No,No,No,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1958,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Democrat,Not a very strong Democrat,Somewhat conservative,"Single, never been married",__NA__,1,0,Work full-time,__NA__,"$30,000 to $39,999",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48185,Yes,Some of the time,Never,No,Very important,Never,11-Sep-22,11-Sep-22
1952612581,0.45693004,0.948571804,0.748348938,0.748348938,0.746428493,0.72285545,1.069924059,1.063736499,0.929904186,Worse off,About the same,Just fair,Go up,About the same,Neither good nor bad/Stay the same,Inflation,Poor,Poor,I don’t know,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Don’t know,Don’t know,Don’t know,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Almost never,Almost never,Seldom,Inflation,Disapprove,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know,Instant treated diff,Yes,not asked,No,Montcalm County,not asked,Bushnell,Yes,No,Don't know,Disagree,Strongly disagree,Agree,Disagree,No,Somewhat unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1964,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Not a very strong Republican,Don't know,Divorced,__NA__,skipped,skipped,Work full-time,__NA__,"$50,000 to $59,999",Rural community,__NA__,Yes,Did not vote for President,Did not vote for President,48884,No,Some of the time,Seldom,Yes,Somewhat important,Don't know,11-Sep-22,11-Sep-22
1952612479,0.492181499,0.870814975,0.614624881,0.614624881,0.613047604,.6603459954734689,0.973639932,0.9680092,0.789805253,About the same,About the same,Good,Go up,About the same,Neither good nor bad/Stay the same,I can't say,Poor,Good,Very likely,Gretchen Whitmer,not asked,I don’t know,I don’t know,Jocelyn Benson,not asked,Very liberal,Somewhat liberal,Don’t know,Oppose,not asked,Legal only under certain circumstances,I don’t know,skipped,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Seldom,Seldom,Some of the time,Roads,Disapprove,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I am not treated differently,not asked,No,not asked,Wexford County,not asked,Cadillac,Yes,not asked,not asked,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,No,Very important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1945,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Republican,Not a very strong Republican,Somewhat conservative,Widowed,__NA__,1,0,Retired,__NA__,"$20,000 to $29,999","Small city or town, village",__NA__,No,Other,Donald Trump,49601,Yes,Hardly at all,Never,Yes,Not at all important,Several times a day,11-Sep-22,11-Sep-22
1952611407,0.667039346,0.541545287,0.380108739,0.380108739,0.379133287,0.391085207,0.373069218,0.370911693,0.328531913,About the same,About the same,Just fair,Go up,Worse than,Neither good nor bad/Stay the same,"Inflation ... rising cost of everything and not having enough money to cover bills, etc.",Poor,Good,Very likely,Gretchen Whitmer,not asked,I don’t know,Dana Nessel,Jocelyn Benson,not asked,Don’t know,Moderate but closer to the liberal side,Don’t know,Oppose,not asked,Legal only under certain circumstances,Pro-life,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Seldom,Some of the time,Some of the time,Healthcare for all,Approve,"No, not treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","I, personally, went to a shopping store and was completely overlooked while I saw the worker go from white person to white person to ask if they needed help, and she walked right past me.",not asked,No,No,Saginaw County,not asked,Saginaw Township,No,No,No,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1958,2nd year college,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,Other,Non-denominational,Democrat,Not a very strong Democrat,Very conservative,Divorced,__NA__,3,2,Retired,__NA__,"$30,000 to $39,999",A suburb,__NA__,skipped,Hillary Clinton,Joe Biden,48603,Yes,Only now and then,Once a week,Yes,Very important,Several times a day,11-Sep-22,11-Sep-22
1952611679,1.205447286,0.41798015,0.329753635,0.329753635,0.328907408,0.318520146,0.287153558,0.285492899,0.249574064,Worse off,Worse off,Just fair,Go up,About the same,Bad times,inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Somewhat conservative,Oppose,not asked,Legal only under certain circumstances,Pro-choice,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Almost never,Almost never,Almost never,Reducing spending,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","As a white person, I am constantly discriminated against in access to education.",No,Yes,No,Kent County,not asked,Grand Rapids,Yes,not asked,not asked,Strongly agree,Strongly agree,Disagree,Strongly agree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1966,1st year college,"Yes, Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,Very conservative,Married or Remarried,__NA__,2,0,Work full-time,__NA__,"$70,000 to $79,999",A suburb,__NA__,No,Donald Trump,Donald Trump,49546,Yes,Most of the time,Once a week,Yes,Very important,Several times a day,11-Sep-22,11-Sep-22
1952613647,0.709551701,1.157761737,1.439916752,1.439916752,1.436221576,1.454858197,1.038912754,1.032904538,1.119736231,Better off,About the same,Good,Go down,About the same,Neither good nor bad/Stay the same,Abortion access,Good,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Somewhat liberal,Somewhat liberal,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Some of the time,Some of the time,Nearly always or most of the time,Repeal 1931 abortion law,Disapprove,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly", ,No,Yes,No,Wayne County,No,Livonia,No,Don't know,not asked,Disagree,Disagree,Disagree,Disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1992,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,Member of an unmarried couple,__NA__,2,0,Work full-time,__NA__,"$150,000 or More",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48152,Yes,Most of the time,Never,No,Not at all important,Never,11-Sep-22,11-Sep-22
1952613659,1.8074663,1.043730818,1.39821893,1.39821893,1.394630761,1.340080605,1.668965489,1.659313567,1.723814917,Better off,About the same,Good,Go down,About the same,Good times,Climate change,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Somewhat liberal,Somewhat liberal,Very conservative,I don’t know,Support,Legal only under certain circumstances,I don’t know,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Seldom,Some of the time,Some of the time,Roads/Infrastructure,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","I think that I get treated better because I am white, because many people implicitly attribute positive things to people with my skin color due to racial biases",No,No,No,Ingham County,not asked,East Lansing,No,No,Yes,Disagree,Strongly disagree,Strongly disagree,Agree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,2000,3rd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,"Single, never been married",__NA__,2,0,Work and go to school,__NA__,"$30,000 to $39,999",A suburb,__NA__,No,Did not vote for President,Joe Biden,48823,Yes,Most of the time,Once or twice a month,No,Very important,A few times a week,11-Sep-22,11-Sep-22
1952612575,0.627232451,1.157761737,.9167047505104789,.9167047505104789,0.914352263,0.926217032,1.171346645,1.16457254,1.262472977,Better off,About the same,Good,Go down,About the same,Good times,The Republican party and lack of workers,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Somewhat liberal,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Some of the time,Seldom,Seldom,Mental health and taking care of seniors,Disapprove,I don’t know,"Yes, treated less fairly",I don’t know,I don’t know,I don’t know, ,not asked,Yes,No,Lapeer County,not asked,Goodland,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1956,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Strong Democrat,Closer to the liberal side,Married or Remarried,__NA__,2,0,Retired,__NA__,"$60,000 to $69,999",Rural community,__NA__,No,Hillary Clinton,Joe Biden,48444,Yes,Some of the time,Never,No,Not too important,Never,11-Sep-22,11-Sep-22
